word,Valence,Arousal,Dominance
荒野,0.469,0.279,0.389
さびれた,0.156,0.48,0.214
脱走兵,0.122,0.71,0.366
脱走,0.122,0.63,0.289
値する,0.802,0.436,0.613
値する,0.781,0.582,0.689
値する,0.802,0.596,0.858
デザイン,0.796,0.327,0.632
指定する,0.531,0.538,0.683
専用,0.5,0.412,0.616
指定,0.612,0.571,0.675
設計,0.745,0.38,0.595
デザイナー,0.875,0.519,0.67
設計する,0.792,0.355,0.552
望ましさ,0.684,0.55,0.675
望ましい,0.74,0.735,0.75
欲望,0.896,0.692,0.647
望む,0.814,0.821,0.632
望ましい,0.719,0.824,0.562
やめる,0.22,0.358,0.291
デスク,0.51,0.135,0.422
荒涼とした,0.104,0.32,0.228
荒廃,0.073,0.481,0.273
絶望,0.115,0.794,0.245
絶望的な,0.073,0.735,0.286
発送,0.448,0.4,0.613
デスペラード,0.26,0.745,0.361
やけくそ,0.083,0.842,0.337
絶望,0.125,0.904,0.419
卑劣な,0.146,0.71,0.255
軽蔑する,0.167,0.745,0.296
意気消沈した,0.133,0.378,0.221
独裁的な,0.141,0.824,0.592
専制政治,0.255,0.696,0.62
デザート,0.755,0.491,0.404
行き先,0.708,0.471,0.637
運命の,0.698,0.462,0.617
運命,0.781,0.413,0.611
貧しい,0.13,0.451,0.222
破壊する,0.046,0.935,0.635
破壊されました,0.031,0.696,0.288
駆逐艦,0.083,0.83,0.543
破壊,0.041,0.828,0.66
破壊する,0.071,0.868,0.525
破壊,0.102,0.929,0.613
破壊的な,0.177,0.87,0.713
切り離す,0.357,0.625,0.45
切り離された,0.28,0.396,0.216
離脱,0.243,0.7,0.443
詳細,0.514,0.406,0.528
詳細な,0.603,0.314,0.472
詳細,0.583,0.367,0.481
拘留する,0.351,0.345,0.43
被拘禁者,0.306,0.51,0.321
探知,0.531,0.52,0.565
検出可能,0.479,0.539,0.649
検出,0.708,0.567,0.538
探偵,0.5,0.764,0.901
検出器,0.459,0.63,0.724
拘留,0.265,0.698,0.562
抑止する,0.344,0.537,0.567
洗剤,0.458,0.304,0.426
劣化する,0.083,0.471,0.202
劣化した,0.053,0.549,0.237
悪化している,0.104,0.459,0.112
劣化,0.13,0.512,0.283
決定可能な,0.625,0.565,0.723
決定的な,0.63,0.314,0.772
決定,0.776,0.725,0.795
決定,0.612,0.368,0.776
決定,0.76,0.528,0.673
抑止力,0.292,0.461,0.385
忌み嫌う,0.083,0.8,0.492
嫌悪,0.177,0.637,0.412
爆轟させる,0.375,0.85,0.696
爆発,0.167,0.931,0.741
雷管,0.207,0.875,0.75
迂回,0.398,0.539,0.309
損なう,0.344,0.438,0.368
不利益,0.281,0.538,0.263
有害な,0.203,0.679,0.387
デトリタス,0.276,0.353,0.363
デュース,0.479,0.338,0.425
ドイツマルク,0.439,0.431,0.509
切り下げた,0.321,0.462,0.212
荒廃させる,0.021,0.796,0.509
荒廃した,0.12,0.544,0.264
壊滅的な,0.104,0.856,0.419
荒廃,0.09,0.904,0.472
発展させる,0.771,0.67,0.821
デベロッパー,0.844,0.653,0.864
現像,0.833,0.587,0.714
発達,0.827,0.5,0.796
逸脱した,0.094,0.589,0.398
逸脱,0.173,0.562,0.269
逸脱している,0.354,0.634,0.536
偏差,0.105,0.513,0.336
デバイス,0.562,0.404,0.627
悪魔,0.161,0.9,0.611
悪魔のような,0.347,0.559,0.358
悪魔的な,0.073,0.865,0.49
よこしまな,0.25,0.519,0.259
工夫する,0.551,0.557,0.67
欠けている,0.219,0.436,0.3
デボリューション,0.345,0.434,0.425
退化する,0.367,0.427,0.596
献身する,0.802,0.49,0.642
献身的な,0.867,0.32,0.698
信者,0.816,0.461,0.577
献身,0.802,0.561,0.673
敬虔な,0.74,0.394,0.655
むさぼり食う,0.344,0.888,0.574
敬虔な,0.62,0.357,0.464
露,0.604,0.225,0.464
デクスター,0.458,0.473,0.444
器用さ,0.771,0.673,0.864
ブドウ糖,0.333,0.402,0.323
糖尿病,0.051,0.472,0.279
糖尿病,0.125,0.269,0.237
悪魔的な,0.102,0.912,0.456
診断する,0.378,0.52,0.714
診断,0.571,0.5,0.819
診断,0.417,0.483,0.635
診断,0.54,0.44,0.75
対角線,0.5,0.343,0.41
ダイアグラム,0.562,0.357,0.445
ダイヤル,0.62,0.427,0.596
方言,0.635,0.422,0.526
弁証法,0.51,0.54,0.638
ダイアログ,0.599,0.441,0.625
透析,0.194,0.567,0.407
直径,0.427,0.298,0.483
ダイヤモンド,0.91,0.606,0.769
ダイヤモンド,0.927,0.684,0.917
おむつ,0.409,0.274,0.155
横隔膜,0.459,0.337,0.517
下痢,0.092,0.684,0.143
下痢,0.038,0.692,0.25
日記,0.698,0.292,0.464
ディアトライブ,0.354,0.569,0.409
ディブ,0.479,0.37,0.344
ディブ,0.51,0.41,0.391
サイコロ,0.458,0.441,0.264
危険な,0.29,0.833,0.727
二分法,0.365,0.452,0.538
二分法,0.323,0.482,0.483
ディック,0.208,0.5,0.462
ディックヘッド,0.115,0.608,0.284
ディックス,0.31,0.694,0.358
口述する,0.48,0.423,0.668
ディクテーション,0.255,0.378,0.627
独裁者,0.073,0.76,0.862
独裁者,0.204,0.77,0.84
独裁,0.082,0.806,0.784
辞書,0.439,0.373,0.679
辞書,0.62,0.25,0.598
口述,0.385,0.51,0.528
教訓的な,0.645,0.48,0.673
ぐるぐる,0.429,0.566,0.393
死ぬ,0.031,0.765,0.259
死亡しました,0.021,0.65,0.327
ディーゼル,0.49,0.327,0.448
ダイエット,0.429,0.235,0.398
食事,0.551,0.22,0.261
異なる,0.23,0.398,0.396
違い,0.474,0.56,0.483
違い,0.365,0.582,0.342
違う,0.612,0.394,0.473
微分,0.52,0.378,0.535
差別化,0.367,0.561,0.535
別様に,0.48,0.431,0.506
違う,0.418,0.41,0.455
難しい,0.235,0.7,0.508
困難,0.082,0.784,0.357
困難,0.079,0.74,0.368
びまん性,0.43,0.431,0.321
拡散,0.356,0.615,0.517
掘る,0.367,0.585,0.637
ダイジェスト,0.72,0.413,0.483
消化,0.531,0.41,0.455
消化器,0.542,0.413,0.434
桁,0.447,0.286,0.333
デジタル,0.74,0.382,0.529
威厳のある,0.766,0.481,0.635
威厳のある,0.854,0.588,0.735
尊厳,0.844,0.391,0.873
余談,0.271,0.625,0.411
掘る,0.448,0.67,0.635
堤防,0.36,0.384,0.49
荒廃した,0.229,0.618,0.286
拡張,0.385,0.574,0.368
膨張,0.347,0.49,0.578
ディルド,0.536,0.587,0.491
ジレンマ,0.153,0.59,0.43
勤勉,0.688,0.423,0.7
勤勉,0.76,0.426,0.759
ディル,0.427,0.36,0.373
希釈剤,0.417,0.344,0.332
希薄,0.275,0.192,0.349
希釈,0.469,0.31,0.229
希釈,0.445,0.337,0.352
薄暗い,0.398,0.321,0.273
ダイム,0.653,0.317,0.345
寸法,0.592,0.415,0.627
次元,0.561,0.484,0.596
減少する,0.24,0.357,0.167
減少した,0.156,0.269,0.196
減少,0.316,0.296,0.245
ちっぽけな,0.323,0.2,0.109
薄暗い,0.255,0.459,0.175
ディン,0.44,0.417,0.398
食事,0.821,0.519,0.478
ダイナー,0.643,0.302,0.538
ディンギー,0.51,0.269,0.325
ディンゴ,0.608,0.472,0.346
すすけた,0.156,0.483,0.343
ダイニング,0.724,0.35,0.459
ちっぽけな,0.357,0.451,0.358
夕食,0.823,0.392,0.379
夕食の時間,0.796,0.406,0.341
恐竜,0.448,0.63,0.596
くすみ,0.378,0.48,0.492
教区,0.52,0.283,0.518
教区,0.51,0.288,0.575
ジオラマ,0.592,0.441,0.462
二酸化物,0.354,0.433,0.456
浸漬,0.516,0.583,0.397
ディプロマ,0.75,0.462,0.731
外交,0.74,0.396,0.774
外交官,0.563,0.262,0.868
外交的な,0.653,0.363,0.918
ひしゃく,0.548,0.361,0.348
ディッピー,0.43,0.402,0.34
ディップスティック,0.365,0.312,0.316
悲惨な,0.214,0.66,0.259
直接,0.793,0.403,0.65
指示された,0.542,0.49,0.541
方向,0.719,0.33,0.684
指令,0.604,0.53,0.918
直接,0.747,0.4,0.702
監督,0.688,0.58,0.912
ディレクトリ,0.439,0.413,0.538
泥,0.112,0.5,0.236
汚れた,0.153,0.46,0.17
障害,0.073,0.482,0.173
無効にする,0.115,0.43,0.269
無効,0.308,0.443,0.235
不利益,0.15,0.377,0.282
不満,0.176,0.41,0.291
同意しない,0.133,0.59,0.345
不快,0.042,0.643,0.178
同意しない,0.255,0.643,0.35
不一致,0.104,0.618,0.236
許可しない,0.156,0.519,0.424
許可されていない,0.135,0.5,0.328
失望,0.104,0.418,0.231
消える,0.143,0.441,0.35
失踪,0.214,0.698,0.367
消える,0.167,0.427,0.379
がっかりする,0.15,0.633,0.288
残念だった,0.071,0.472,0.241
残念な,0.073,0.64,0.2
失望,0.115,0.49,0.336
不承認,0.085,0.551,0.367
不承認,0.16,0.594,0.445
不承認,0.104,0.55,0.114
不承認,0.245,0.625,0.452
武装解除,0.292,0.528,0.613
混乱,0.198,0.657,0.223
災害,0.082,0.892,0.433
悲惨な,0.071,0.741,0.439
解散する,0.302,0.491,0.417
不信,0.188,0.409,0.373
信じない,0.188,0.441,0.352
支払う,0.418,0.473,0.353
支払い,0.24,0.443,0.435
ディスク,0.622,0.41,0.426
破棄,0.24,0.343,0.337
捨てた,0.229,0.46,0.308
捨てる,0.24,0.464,0.391
見分ける,0.459,0.566,0.518
識別可能な,0.427,0.441,0.481
見識のある,0.542,0.584,0.78
識別,0.408,0.471,0.694
放電,0.427,0.538,0.578
弟子,0.765,0.385,0.462
懲戒,0.562,0.593,0.796
規律,0.615,0.471,0.806
規律のある,0.728,0.45,0.75
免責,0.235,0.509,0.321
免責事項,0.367,0.571,0.542
開示する、明らかにする,0.49,0.57,0.545
開示された,0.271,0.575,0.546
開示,0.5,0.615,0.71
ディスコ,0.71,0.806,0.575
変色,0.224,0.373,0.414
変色,0.204,0.34,0.269
不快感,0.153,0.719,0.272
当惑した,0.1,0.612,0.288
当惑させる,0.106,0.549,0.269
切断する,0.438,0.292,0.191
切断された,0.292,0.276,0.173
断線,0.167,0.283,0.277
切断する,0.256,0.357,0.241
不満,0.24,0.53,0.263
中止,0.123,0.741,0.337
中止する,0.354,0.396,0.349
不連続,0.303,0.439,0.25
不連続な,0.233,0.409,0.316
不和,0.115,0.882,0.465
割引,0.724,0.53,0.302
割引された,0.677,0.471,0.43
落胆させる,0.184,0.443,0.267
落胆した,0.22,0.304,0.09
落胆,0.112,0.319,0.206
落胆させる,0.167,0.469,0.281
談話,0.41,0.55,0.803
発見する,0.771,0.793,0.673
発見,0.823,0.627,0.814
信用を落とす,0.075,0.529,0.355
信用を失った,0.112,0.491,0.182
目立たない,0.552,0.216,0.532
不一致,0.26,0.643,0.417
離散,0.585,0.231,0.429
裁量,0.552,0.32,0.685
任意の,0.52,0.365,0.446
差別する,0.125,0.761,0.366
差別的な,0.16,0.783,0.462
差別,0.051,0.724,0.379
円盤投げ,0.542,0.423,0.343
話し合います,0.396,0.769,0.509
討論,0.333,0.842,0.536
軽蔑,0.153,0.446,0.441
軽蔑的な,0.097,0.48,0.263
疾患,0.041,0.539,0.333
病気の,0.123,0.51,0.134
肉体のない,0.167,0.62,0.412
解放する,0.406,0.529,0.304
離脱,0.327,0.373,0.395
変形した,0.153,0.613,0.336
不名誉,0.061,0.531,0.331
不名誉な,0.071,0.661,0.25
恥ずべき,0.082,0.702,0.24
不機嫌な,0.104,0.658,0.442
変装,0.573,0.694,0.431
変装した,0.5,0.615,0.326
嫌悪,0.052,0.775,0.317
うんざりした,0.051,0.773,0.274
おぞましい,0.031,0.796,0.245
皿,0.552,0.255,0.264
がっかりした,0.153,0.343,0.238
がっかり,0.01,0.353,0.224
不誠実,0.191,0.491,0.163
不正,0.094,0.592,0.348
不名誉,0.104,0.62,0.185
不名誉な,0.112,0.641,0.28
食器洗い機,0.48,0.296,0.324
幻滅,0.051,0.519,0.19
嫌悪感,0.125,0.491,0.33
傾倒する,0.458,0.454,0.278
不機嫌な,0.385,0.442,0.364
消毒,0.448,0.388,0.648
消毒剤,0.531,0.429,0.46
消毒,0.517,0.556,0.473
偽情報,0.23,0.577,0.26
不誠実な,0.194,0.509,0.204
崩壊する,0.143,0.66,0.364
崩壊,0.094,0.551,0.381
無関心,0.398,0.284,0.392
バラバラ,0.351,0.385,0.322
ばらばらな,0.323,0.518,0.365
選言的な,0.286,0.481,0.4
ディスク,0.573,0.423,0.412
ディスケット,0.531,0.255,0.391
嫌い,0.156,0.406,0.321
嫌い,0.062,0.51,0.221
嫌い,0.163,0.637,0.366
脱臼,0.125,0.625,0.2
脱臼,0.229,0.565,0.373
外す,0.214,0.769,0.356
不誠実な,0.062,0.582,0.245
不忠,0.187,0.716,0.267
陰気な,0.194,0.45,0.192
解体する,0.347,0.644,0.462
落胆,0.314,0.681,0.459
狼狽した,0.165,0.735,0.389
切断,0.104,0.86,0.47
解散,0.167,0.541,0.509
解任,0.153,0.723,0.271
否定的な,0.188,0.541,0.43
降りる,0.361,0.423,0.391
不従順,0.051,0.868,0.369
不従順な,0.276,0.706,0.353
従わない,0.143,0.556,0.491
障害,0.115,0.816,0.218
無秩序な,0.21,0.714,0.288
無秩序に,0.188,0.748,0.385
まとまりのない,0.052,0.507,0.184
見当識障害,0.163,0.472,0.212
見当識障害,0.227,0.643,0.227
勘当する,0.153,0.637,0.368
軽蔑する,0.092,0.663,0.336
軽蔑する,0.102,0.626,0.411
バラバラ,0.438,0.5,0.368
格差,0.208,0.482,0.361
冷静な,0.199,0.217,0.218
急送,0.317,0.417,0.555
発車係,0.365,0.704,0.652
払拭する,0.388,0.402,0.411
診療所,0.406,0.38,0.606
調剤,0.388,0.462,0.49
分配する,0.561,0.52,0.518
ディスペンサー,0.583,0.392,0.47
分散,0.388,0.507,0.421
分散する,0.375,0.569,0.434
分散した,0.344,0.49,0.274
分散,0.27,0.604,0.35
意気消沈した,0.204,0.28,0.142
ずらす,0.424,0.541,0.454
移動した,0.281,0.472,0.291
変位,0.276,0.531,0.481
変位,0.5,0.528,0.642
画面,0.677,0.325,0.4
不機嫌,0.021,0.702,0.286
不機嫌な,0.135,0.69,0.4
不快,0.115,0.559,0.25
使い捨て,0.271,0.439,0.25
廃棄,0.135,0.608,0.396
廃棄,0.548,0.538,0.559
処分した,0.688,0.441,0.625
配置,0.663,0.542,0.734
没収された,0.354,0.577,0.331
反論する,0.375,0.625,0.613
紛争,0.219,0.75,0.585
失格,0.066,0.677,0.33
失格,0.129,0.464,0.232
失格,0.208,0.595,0.267
不安な,0.229,0.85,0.29
無視,0.177,0.647,0.308
無視された,0.26,0.458,0.283
軽んじる,0.375,0.471,0.304
評判の悪い,0.104,0.688,0.353
評判を落とす,0.208,0.63,0.292
無礼,0.062,0.637,0.302
無礼な,0.031,0.694,0.273
妨害する,0.265,0.64,0.349
邪魔する,0.186,0.557,0.339
混乱,0.235,0.735,0.436
破裂,0.255,0.755,0.575
不満,0.115,0.663,0.202
不満,0.042,0.561,0.291
解剖する,0.367,0.75,0.595
解剖,0.276,0.632,0.462
広める,0.562,0.608,0.75
普及,0.476,0.551,0.583
意見の相違,0.25,0.618,0.414
異議を唱える,0.3,0.655,0.407
異議を唱える,0.208,0.552,0.366
論文,0.312,0.575,0.575
不利益,0.25,0.794,0.48
反体制派,0.35,0.582,0.413
異なる,0.276,0.461,0.472
消散する,0.385,0.368,0.355
消散した,0.281,0.421,0.231
解離,0.135,0.555,0.471
解離性,0.281,0.615,0.397
解散,0.204,0.464,0.349
溶解する,0.271,0.49,0.41
不協和音,0.173,0.471,0.336
思いとどまらせる,0.482,0.5,0.35
遠位,0.41,0.401,0.438
距離,0.233,0.317,0.418
遠い,0.229,0.324,0.269
嫌悪感,0.184,0.625,0.37
不愉快な,0.264,0.676,0.222
蒸留する,0.5,0.347,0.382
蒸留,0.396,0.436,0.575
蒸留,0.427,0.573,0.5
明確,0.542,0.578,0.509
違い,0.584,0.571,0.75
特徴的な,0.885,0.52,0.604
区別,0.675,0.471,0.6
区別できる,0.635,0.53,0.727
際立った,0.823,0.593,0.759
区別する,0.622,0.363,0.64
歪ませる,0.1,0.74,0.366
歪,0.25,0.521,0.28
ねじれ,0.299,0.57,0.38
気を散らす,0.241,0.609,0.336
気を散らす,0.194,0.392,0.213
気を散らす,0.445,0.583,0.4
気晴らし,0.402,0.557,0.39
取り乱した,0.115,0.903,0.264
苦痛,0.073,0.84,0.396
苦しめられた,0.143,0.771,0.324
悲惨な,0.075,0.75,0.375
分配します,0.643,0.596,0.709
分布,0.635,0.548,0.788
卸売業者,0.702,0.447,0.718
区域,0.438,0.327,0.66
不信,0.06,0.67,0.276
乱す,0.175,0.76,0.481
妨害,0.146,0.907,0.404
乱れた,0.125,0.87,0.305
邪魔な,0.146,0.792,0.439
不用,0.229,0.229,0.202
使われなくなった,0.25,0.302,0.186
溝,0.357,0.364,0.322
同上,0.449,0.418,0.411
ちっぽけな,0.47,0.433,0.334
昼の,0.714,0.296,0.443
歌姫,0.66,0.657,0.596
ディバン,0.75,0.202,0.262
飛び込む,0.583,0.531,0.5
ダイバー,0.594,0.52,0.564
発散する,0.375,0.657,0.52
発散,0.429,0.615,0.687
発散,0.449,0.66,0.587
発散,0.417,0.613,0.573
ダイバー,0.583,0.58,0.602
多様,0.562,0.519,0.604
多様化した,0.602,0.538,0.549
多様化する,0.656,0.588,0.464
転用,0.74,0.821,0.714
気晴らし,0.551,0.587,0.3
多様性,0.806,0.472,0.711
迂回する,0.344,0.622,0.407
転用,0.396,0.571,0.537
売却,0.365,0.547,0.424
売却した,0.333,0.449,0.311
売却,0.302,0.509,0.382
分ける,0.333,0.52,0.417
分割された,0.271,0.623,0.391
配当,0.583,0.491,0.566
占い,0.5,0.65,0.545
神々しい,0.918,0.571,0.885
神性,0.896,0.559,0.774
割り切れる,0.323,0.462,0.411
分割,0.37,0.481,0.472
除数,0.344,0.517,0.455
離婚,0.042,0.7,0.385
離婚した,0.153,0.61,0.481
漏らす,0.531,0.718,0.467
分断,0.351,0.462,0.429
めまい,0.229,0.555,0.254
めまいが,0.199,0.582,0.193
行う,0.67,0.548,0.536
実行可能,0.76,0.404,0.675
文書,0.458,0.317,0.392
従順な,0.604,0.259,0.264
ドック,0.49,0.409,0.481
ドッキングした,0.281,0.754,0.398
ドケット,0.505,0.509,0.607
ドッキング,0.354,0.596,0.587
医者,0.7,0.531,0.861
博士,0.776,0.479,0.841
教義的な,0.51,0.373,0.673
教義,0.5,0.394,0.769
資料,0.594,0.24,0.667
ドキュメンタリー,0.622,0.213,0.596
ドキュメンテーション,0.719,0.29,0.667
ドキュメント,0.53,0.25,0.587
かわす,0.333,0.76,0.509
ドジャー,0.427,0.454,0.49
かわす,0.396,0.654,0.382
危険な,0.281,0.51,0.254
ドードー,0.438,0.306,0.353
雌,0.55,0.336,0.336
実行者,0.724,0.55,0.728
犬,0.704,0.5,0.407
犬顔,0.219,0.47,0.264
頑固な,0.255,0.75,0.594
犬の,0.646,0.491,0.404
犬小屋,0.438,0.417,0.34
ドグマ,0.53,0.46,0.719
独断的,0.448,0.52,0.654
犬酔い,0.571,0.49,0.377
行い,0.604,0.491,0.705
やれ,0.5,0.519,0.392
道場,0.5,0.435,0.455
低迷,0.229,0.425,0.266
ドール,0.448,0.402,0.348
人形,0.729,0.321,0.33
ドル,0.755,0.632,0.694
ドールハウス,0.643,0.245,0.363
悲しい,0.167,0.635,0.375
イルカ,0.776,0.35,0.414
ドメイン,0.573,0.549,0.828
ドーム,0.62,0.398,0.509
国内,0.729,0.327,0.5
飼いならされた,0.635,0.36,0.294
家畜化,0.594,0.39,0.435
住所,0.604,0.292,0.529
本籍のある,0.542,0.34,0.516
支配,0.542,0.775,0.839
支配的,0.406,0.854,0.893
支配する,0.439,0.814,0.953
支配する,0.427,0.769,0.902
支配,0.505,0.786,0.959
ドミナトリックス,0.39,0.727,0.709
支配,0.542,0.704,0.89
ドミノ,0.594,0.51,0.473
ドン,0.646,0.454,0.702
寄付,0.774,0.462,0.577
寄付,0.792,0.398,0.602
ロバ,0.406,0.367,0.245
ドナー,0.714,0.49,0.653
好きじゃない,0.055,0.5,0.282
混乱しないでください,0.396,0.482,0.44
私と一緒にしないでください,0.312,0.635,0.44
パニックにならない,0.469,0.465,0.425
わからない,0.219,0.357,0.271
いたずら書き,0.604,0.402,0.376
破滅,0.073,0.75,0.442
運命づけられた,0.041,0.755,0.301
終末,0.125,0.861,0.67
ドア,0.549,0.189,0.421
呼び鈴,0.564,0.5,0.307
ドアノブ,0.406,0.553,0.462
ドアマン,0.57,0.371,0.491
玄関マット,0.458,0.269,0.267
ドアネイル,0.459,0.37,0.423
ドアのステップ,0.531,0.274,0.391
戸口,0.573,0.304,0.496
ドーパミン,0.548,0.469,0.426
ドープ,0.295,0.855,0.425
ドーピー,0.32,0.38,0.365
ドーク,0.272,0.519,0.361
ドーキー,0.302,0.48,0.39
寮,0.719,0.194,0.327
睡眠状態,0.385,0.245,0.245
寮,0.633,0.204,0.382
背側,0.449,0.36,0.445
投与量,0.344,0.45,0.49
用量,0.458,0.49,0.427
書類,0.357,0.38,0.544
ドット,0.434,0.29,0.391
溺愛,0.888,0.415,0.426
点在,0.48,0.347,0.426
ドッティ,0.375,0.402,0.393
ダブル,0.677,0.378,0.569
倍増,0.427,0.536,0.56
ダブレット,0.42,0.431,0.5
倍増,0.459,0.452,0.464
疑問に思う,0.395,0.351,0.231
疑わしい,0.25,0.465,0.241
疑っている,0.224,0.56,0.189
間違いない,0.688,0.415,0.689
疑問,0.306,0.448,0.305
潅水,0.49,0.413,0.397
ダッチバッグ,0.327,0.587,0.366
生地,0.588,0.229,0.391
ドウボーイ,0.365,0.443,0.396
ドーナツ,0.663,0.38,0.279
する,0.36,0.404,0.325
ぼかす,0.365,0.453,0.412
鳩,0.729,0.235,0.437
下,0.208,0.33,0.264
意気消沈,0.071,0.5,0.222
ダウナー,0.12,0.594,0.226
没落,0.2,0.717,0.182
ダウンフィールド,0.521,0.33,0.38
意気消沈した,0.119,0.461,0.255
下り坂,0.292,0.573,0.279
ダウンロード,0.602,0.49,0.503
土砂降り,0.328,0.602,0.481
実に,0.625,0.454,0.679
下流,0.542,0.469,0.279
欠点,0.19,0.4,0.246
ダウンタイム,0.24,0.226,0.324
下向き,0.188,0.347,0.255
綿毛,0.63,0.17,0.255
持参金,0.604,0.453,0.544
居眠り,0.592,0.2,0.405
ダース,0.583,0.343,0.425
くすんだ,0.327,0.3,0.242
下書き,0.438,0.36,0.351
ドラフト,0.458,0.5,0.518
引っ張る,0.388,0.606,0.348
ドラゴン,0.541,0.821,0.712
トンボ,0.571,0.373,0.357
ドレイン,0.277,0.47,0.222
排水,0.219,0.354,0.307
枯れた,0.31,0.441,0.352
